imgname,sight,scale,x,y,angle1,angle2,distance,gain
bs0_ue03037.png,[1.],[0.742029],0.7907836,0.64660317,-0.09079723,0.5375213,[0.5210786],[0.52190274]
bs0_ue03038.png,[1.],[0.742029],0.35575983,0.62010837,-0.28203455,0.34628397,[0.20602725],[0.48418266]
bs0_ue03039.png,[1.],[0.742029],0.25719813,0.3486508,0.46557203,1.0938905,[0.09940305],[0.45554596]
bs0_ue03040.png,[1.],[0.742029],0.71863765,0.8442821,-0.16446511,0.46385342,[0.5818522],[0.5266571]
bs0_ue03041.png,[1.],[0.742029],0.84968096,0.81747246,-0.12970452,0.498614,[0.6612699],[0.5320169]
bs0_ue03042.png,[0.],[0.742029],0.7273384,0.5608463,-0.077711284,0.58385634,[0.43067205],[0.6293895]
bs0_ue03043.png,[1.],[0.742029],0.39293703,0.62087256,-0.24771711,0.38060144,[0.21579762],[0.4843346]
bs0_ue03044.png,[1.],[0.742029],0.4864883,0.5921553,-0.1632291,0.4650894,[0.23997079],[0.49023584]
bs0_ue03045.png,[1.],[0.742029],0.25381073,0.29767948,0.41835982,1.0466783,[0.14157744],[0.46878693]
bs0_ue03046.png,[0.],[0.742029],0.61704254,0.15723139,0.12454124,0.7181918,[0.56129706],[0.7298491]
bs0_ue03047.png,[1.],[0.742029],0.55611765,0.86164874,-0.217356,0.41096252,[0.50148356],[0.5187294]
bs0_ue03048.png,[1.],[0.742029],0.21303196,0.6107107,-0.41809303,0.21022554,[0.22312506],[0.48715314]
bs0_ue03049.png,[0.],[0.742029],0.4212359,0.88344043,-0.056483943,0.29615536,[0.63416964],[0.75035316]
bs0_ue03050.png,[1.],[0.742029],0.42988327,0.63270575,-0.22169784,0.40662068,[0.24089102],[0.48965847]
bs0_ue03051.png,[1.],[0.742029],0.58903867,0.9393797,-0.21976018,0.40855837,[0.5855499],[0.5221436]
bs0_ue03052.png,[1.],[0.742029],0.27891827,0.17841354,0.35055545,0.978874,[0.24537602],[0.49115998]
bs0_ue03053.png,[1.],[0.742029],0.28082082,0.70217687,-0.34371835,0.28460017,[0.28811842],[0.49483418]
bs0_ue03054.png,[1.],[0.742029],0.73618805,0.6724594,-0.11028379,0.51803476,[0.48570043],[0.5190852]
bs0_ue03055.png,[1.],[0.742029],0.29938403,0.2746944,0.34684262,0.9751612,[0.14793389],[0.4704097]
bs0_ue03056.png,[1.],[0.742029],0.35019198,0.56679434,-0.27801713,0.35030138,[0.1531198],[0.47249034]
bs0_ue03057.png,[1.],[0.742029],0.46902907,0.50142604,-0.103470705,0.52484787,[0.16994594],[0.47624084]
bs0_ue03058.png,[0.],[0.742029],0.72677875,0.3246644,0.12454124,0.64335454,[0.42812246],[0.6694892]
bs0_ue03059.png,[0.],[0.742029],0.673318,0.17709342,0.17300299,0.7985965,[0.53355366],[0.7293518]
bs0_ue03060.png,[1.],[0.742029],0.78603125,0.97997963,-0.17627789,0.4520406,[0.728296],[0.5360873]
bs0_ue03061.png,[1.],[0.742029],0.57365453,0.9723874,-0.22920683,0.39911172,[0.60861003],[0.5269867]
bs0_ue03062.png,[1.],[0.742029],0.61994106,0.8621138,-0.19623533,0.4320832,[0.5345268],[0.52309626]
bs0_ue03063.png,[1.],[0.742029],0.5818916,0.5828759,-0.11323799,0.5150806,[0.30778095],[0.5003126]
bs0_ue03064.png,[1.],[0.742029],0.5387859,0.5340002,-0.09841257,0.5299059,[0.24613485],[0.49123704]
bs0_ue03065.png,[1.],[0.742029],0.36180833,0.5239364,-0.24382631,0.38449222,[0.11543445],[0.4617229]
bs0_ue03066.png,[1.],[0.742029],0.36110505,0.6624628,-0.2832469,0.34507164,[0.24841121],[0.48989066]
bs0_ue03067.png,[0.],[0.742029],0.842367,0.528364,-0.31547046,0.6919269,[0.8306316],[0.8003546]
bs0_ue03068.png,[1.],[0.742029],0.26466718,0.35929036,0.47009405,1.0984126,[0.08707656],[0.45063245]
bs0_ue03069.png,[1.],[0.742029],0.42898133,0.6528983,-0.22932675,0.39899176,[0.25865102],[0.49246722]
bs0_ue03070.png,[1.],[0.742029],0.30159035,0.4031867,0.5052732,1.1335918,[0.03704891],[0.41822764]
bs0_ue03071.png,[1.],[0.742029],0.85417837,0.91787374,-0.15094918,0.47736937,[0.7295588],[0.53616923]
bs0_ue03072.png,[1.],[0.742029],0.54508114,0.7346001,-0.19174023,0.43657833,[0.3872584],[0.5096962]
bs0_ue03073.png,[1.],[0.742029],0.4255058,0.79148495,-0.26057333,0.36774522,[0.38779825],[0.5059108]
bs0_ue03074.png,[1.],[0.742029],0.800571,0.7292436,-0.115422405,0.5128961,[0.57037354],[0.5257964]
bs0_ue03075.png,[1.],[0.742029],0.26283628,0.28594112,0.39953867,1.0278572,[0.1478058],[0.47041348]
bs0_ue03076.png,[1.],[0.742029],0.44508746,0.7715861,-0.24763885,0.38067967,[0.3746056],[0.5072398]
bs0_ue03077.png,[1.],[0.742029],0.556007,0.5364282,-0.09381993,0.5344986,[0.26244223],[0.49383172]
bs0_ue03078.png,[1.],[0.742029],0.2630368,0.50405806,-0.43639198,0.19192657,[0.10783078],[0.45913726]
bs0_ue03079.png,[1.],[0.742029],0.25428203,0.50463593,-0.44879538,0.17952314,[0.11337864],[0.46103913]
bs0_ue03080.png,[1.],[0.742029],0.62310565,0.6860101,-0.14568004,0.4826385,[0.4029027],[0.5113613]
bs0_ue03081.png,[1.],[0.742029],0.6295556,0.679375,-0.14108653,0.48723203,[0.40340415],[0.5114118]
bs0_ue03082.png,[1.],[0.742029],0.59772915,0.7744877,-0.18276697,0.44555154,[0.45048377],[0.5159802]
bs0_ue03083.png,[0.],[0.742029],0.4879855,0.33485705,0.12454124,0.66638434,[0.19068347],[0.5436162]
bs0_ue03084.png,[1.],[0.742029],0.3977395,0.3359243,0.16697606,0.7952946,[0.11424848],[0.45902243]
bs0_ue03085.png,[1.],[0.742029],0.7334312,0.8182383,-0.15449072,0.47382778,[0.5735573],[0.526054]
bs0_ue03086.png,[1.],[0.742029],0.68957645,0.6867938,-0.12642747,0.501891,[0.45503372],[0.5163917]
bs0_ue03087.png,[1.],[0.742029],0.41235313,0.5841087,-0.21533832,0.41298017,[0.19005407],[0.47971427]
bs0_ue03088.png,[1.],[0.742029],0.781927,0.98462987,-0.17795864,0.45035988,[0.72929865],[0.536139]
bs0_ue03089.png,[1.],[0.742029],0.51945055,0.7115721,-0.19613048,0.43218803,[0.35385257],[0.50530386]
bs0_ue03090.png,[1.],[0.742029],0.71922046,0.7122767,-0.12766129,0.5006572,[0.49395692],[0.5198041]
bs0_ue03091.png,[1.],[0.742029],0.5771245,0.5574809,-0.10019548,0.528123,[0.29081586],[0.49800277]
bs0_ue03092.png,[0.],[0.742029],0.81621605,0.27550516,0.12454124,0.66448236,[0.5230913],[0.6768597]
bs0_ue03093.png,[0.],[0.742029],0.3857889,0.98629785,-0.077711284,0.22531664,[0.8041946],[0.75907755]
bs0_ue03094.png,[1.],[0.742029],0.526508,0.8948287,-0.2334516,0.3948669,[0.5187279],[0.52048063]
bs0_ue03095.png,[1.],[0.742029],0.72102964,0.69499683,-0.121488705,0.50682986,[0.48535696],[0.51906884]
bs0_ue03096.png,[1.],[0.742029],0.59590447,0.6614766,-0.14557019,0.48274833,[0.36635727],[0.5074447]
bs0_ue03097.png,[1.],[0.742029],0.58537656,0.97215223,-0.22568902,0.40262952,[0.61331695],[0.5271621]
bs0_ue03098.png,[0.],[0.742029],0.84211457,0.31823102,0.12454124,0.64228827,[0.5434526],[0.6781924]
bs0_ue03099.png,[1.],[0.742029],0.34493452,0.6194963,-0.29250646,0.33581206,[0.20398572],[0.48379028]
bs0_ue03100.png,[1.],[0.742029],0.4112652,0.5342824,-0.1840786,0.4442399,[0.14796568],[0.4703871]
bs0_ue03101.png,[1.],[0.742029],0.43120617,0.8138937,-0.26078567,0.36753288,[0.41086736],[0.51099575]
bs0_ue03102.png,[1.],[0.742029],0.47802174,0.7983405,-0.23671882,0.3915997,[0.41117734],[0.51098436]
bs0_ue03103.png,[1.],[0.742029],0.3644215,0.27383325,0.25843415,0.8867527,[0.1525811],[0.46937928]
bs0_ue03104.png,[1.],[0.742029],0.75441027,0.7555173,-0.1326884,0.49563012,[0.5480872],[0.52414554]
bs0_ue03105.png,[0.],[0.742029],0.62395453,0.22179462,0.17352866,0.80394137,[0.46760103],[0.62256604]
bs0_ue03106.png,[1.],[0.742029],0.4834872,0.8882829,-0.24836655,0.37995198,[0.49722323],[0.51875526]
bs0_ue03107.png,[1.],[0.742029],0.25974184,0.40922734,0.59964466,1.2279632,[0.06910224],[0.44207394]
bs0_ue03108.png,[1.],[0.742029],0.33454007,0.6108688,-0.30226076,0.32605776,[0.19459647],[0.48191902]
bs0_ue03109.png,[1.],[0.742029],0.24399416,0.4314618,-0.5955059,0.03281261,[0.08429468],[0.44945973]
bs0_ue03110.png,[1.],[0.742029],0.75028473,0.8568977,-0.15969396,0.4686246,[0.6127771],[0.5288286]
bs0_ue03111.png,[0.],[0.742029],0.81762975,0.5628799,-0.077711284,0.60032094,[0.5197922],[0.65390074]
bs0_ue03112.png,[1.],[0.742029],0.24835627,0.31859678,0.44271582,1.0710344,[0.12734997],[0.464798]
bs0_ue03113.png,[1.],[0.742029],0.28566575,0.33502734,0.3985391,1.0268576,[0.09500489],[0.45381936]
bs0_ue03114.png,[1.],[0.742029],0.3088731,0.5899803,-0.33067217,0.29764634,[0.17416169],[0.47689006]
bs0_ue03115.png,[0.],[0.742029],0.67325026,0.22521895,0.12454124,0.7188698,[0.40198115],[0.6259185]
bs0_ue03116.png,[0.],[0.742029],0.40586346,0.88884455,-0.077711284,0.21362817,[0.7083239],[0.75505394]
bs0_ue03117.png,[1.],[0.742029],0.5020982,0.9504492,-0.24924669,0.37907183,[0.561995],[0.5237652]
bs0_ue03118.png,[1.],[0.742029],0.51117146,0.656367,-0.1803954,0.44792312,[0.30447268],[0.499841]
bs0_ue03119.png,[0.],[0.742029],0.56772757,0.47868067,-0.077711284,1.055375,[0.36575225],[0.7324383]
bs0_ue03120.png,[1.],[0.742029],0.432646,0.5815101,-0.19587149,0.43244705,[0.19824526],[0.48135087]
bs0_ue03121.png,[1.],[0.742029],0.5807042,0.8540576,-0.20735702,0.42096153,[0.50683075],[0.5207502]
bs0_ue03122.png,[1.],[0.742029],0.40133545,0.44888055,-0.07434613,0.55397236,[0.08795583],[0.45112342]
bs0_ue03123.png,[0.],[0.742029],0.5355949,0.2358871,0.13877222,0.91921216,[0.28303778],[0.6151721]
bs0_ue03124.png,[1.],[0.742029],0.7804813,0.88071567,-0.15815353,0.470165,[0.65089566],[0.53136426]
bs0_ue03125.png,[1.],[0.742029],0.3281266,0.21911694,0.3090891,0.9374076,[0.201017],[0.48319983]
bs0_ue03126.png,[0.],[0.742029],0.3679445,0.98865384,-0.077711284,0.21942456,[0.8142078],[0.76028514]
bs0_ue03127.png,[1.],[0.742029],0.6965889,0.89860106,-0.18195024,0.4463683,[0.6089462],[0.5285658]
bs0_ue03128.png,[1.],[0.742029],0.51409644,0.79625887,-0.22055197,0.40776652,[0.42422867],[0.51228195]
bs0_ue03129.png,[1.],[0.742029],0.55406374,0.6733855,-0.16695875,0.4613598,[0.34506452],[0.50498736]
bs0_ue03130.png,[1.],[0.742029],0.23747809,0.10620564,0.3676842,0.9960027,[0.32473657],[0.5025033]
bs0_ue03131.png,[1.],[0.742029],0.634807,0.6459872,-0.12613747,0.50218105,[0.3868687],[0.5096816]
bs0_ue03132.png,[1.],[0.742029],0.50598747,0.63887584,-0.175663,0.45265555,[0.28768137],[0.49754754]
bs0_ue03133.png,[0.],[0.742029],0.68112767,0.19809711,0.17300299,0.78640676,[0.52351403],[0.74511355]
bs0_ue03134.png,[1.],[0.742029],0.44493893,0.79555076,-0.25165796,0.37666056,[0.39723653],[0.50962734]
bs0_ue03135.png,[1.],[0.742029],0.2568107,0.33668464,0.45046648,1.0787851,[0.10836924],[0.45875427]
bs0_ue03136.png,[1.],[0.742029],0.4614747,0.82528865,-0.2485904,0.37972814,[0.4306019],[0.5128995]
bs0_ue03137.png,[1.],[0.742029],0.6846902,0.5919794,-0.089519165,0.5387994,[0.40197855],[0.5111945]
bs0_ue03138.png,[0.],[0.742029],0.5978491,0.31749818,0.12454124,0.66220295,[0.30122504],[0.65101415]
bs0_ue03139.png,[1.],[0.742029],0.42973062,0.32862926,0.13989615,0.7682147,[0.14180797],[0.46846938]
bs0_ue03140.png,[1.],[0.742029],0.5375644,0.5787595,-0.1284146,0.49990392,[0.26909348],[0.4948715]
bs0_ue03141.png,[1.],[0.742029],0.26529333,0.34974465,0.45412287,1.0824414,[0.09342703],[0.4532362]
bs0_ue03142.png,[1.],[0.742029],0.7560316,0.81330764,-0.14790142,0.4804171,[0.5866074],[0.52699506]
bs0_ue03143.png,[0.],[0.742029],0.68888026,0.21396133,0.12454124,0.72106874,[0.42094082],[0.6240909]
bs0_ue03144.png,[1.],[0.742029],0.8006245,0.9369611,-0.16531494,0.46300358,[0.70545834],[0.5347554]
bs0_ue03145.png,[0.],[0.742029],0.690484,0.33783868,0.12454124,0.63561493,[0.3912174],[0.6687254]
bs0_ue03146.png,[1.],[0.742029],0.25263146,0.10022276,0.35773936,0.9860579,[0.3268951],[0.5027705]
bs0_ue03147.png,[1.],[0.742029],0.8190775,0.9085947,-0.15590782,0.47241074,[0.69786817],[0.5342977]
bs0_ue03148.png,[1.],[0.742029],0.21483603,0.1912415,0.40310183,1.0314204,[0.25294942],[0.49238467]
bs0_ue03149.png,[1.],[0.742029],0.7524704,0.7278369,-0.124897145,0.5034214,[0.5299352],[0.52273345]
bs0_ue03150.png,[1.],[0.742029],0.75802857,0.9560349,-0.17812207,0.45019644,[0.6920616],[0.5339415]
bs0_ue03151.png,[1.],[0.742029],0.3622592,0.702412,-0.2867414,0.3415771,[0.2879164],[0.49493775]
bs0_ue03152.png,[0.],[0.742029],0.4160952,0.9613122,-0.056483943,0.29682273,[0.7121325],[0.75323]
bs0_ue03153.png,[0.],[0.742029],0.75939626,0.31567428,0.12454124,0.6471945,[0.46132827],[0.6707919]
bs0_ue03154.png,[1.],[0.742029],0.5980782,0.79594934,-0.18826124,0.44005728,[0.46783954],[0.5175474]
bs0_ue03155.png,[1.],[0.742029],0.696985,0.7500751,-0.14513108,0.48318744,[0.5005177],[0.52036077]
bs0_ue03156.png,[0.],[0.742029],0.62681186,0.28167298,0.12454124,0.69052565,[0.33784887],[0.6409923]
bs0_ue03157.png,[1.],[0.742029],0.24102095,0.19393575,0.38426024,1.0125787,[0.24038306],[0.49033874]
bs0_ue03158.png,[1.],[0.742029],0.2893705,0.6005886,-0.35073858,0.27757996,[0.18713656],[0.48017484]
bs0_ue03159.png,[1.],[0.742029],0.69594,0.8855466,-0.17943986,0.44887868,[0.5983004],[0.5278261]
bs0_ue03160.png,[0.],[0.742029],0.6181058,0.2315466,0.17300299,0.80300283,[0.456383],[0.6984438]
bs0_ue03161.png,[0.],[0.742029],0.38040522,0.099000126,0.2969306,1.0703683,[0.34879827],[0.73895264]
bs0_ue03162.png,[1.],[0.742029],0.67507356,0.93072796,-0.19376723,0.4345513,[0.6221693],[0.5294054]
bs0_ue03163.png,[0.],[0.742029],0.68592215,0.33072802,0.12454124,0.64110625,[0.38702723],[0.6667354]
bs0_ue03164.png,[1.],[0.742029],0.35804045,0.4660919,-0.18769097,0.44062757,[0.06465709],[0.43988264]
bs0_ue03165.png,[1.],[0.742029],0.69178474,0.58290744,-0.08394638,0.5443722,[0.40459916],[0.51131594]
bs0_ue03166.png,[0.],[0.742029],0.76579475,0.22847891,0.14020482,0.7686523,[0.5783673],[0.8057012]
bs0_ue03167.png,[1.],[0.742029],0.6926262,0.8689369,-0.17677264,0.4515459,[0.58331776],[0.5267628]
bs0_ue03168.png,[0.],[0.742029],0.43683183,0.9209704,-0.023316747,0.32014018,[0.59154004],[0.63997316]
bs0_ue03169.png,[1.],[0.742029],0.23876725,0.56662655,-0.41757005,0.21074848,[0.17253467],[0.47664088]
bs0_ue03170.png,[1.],[0.742029],0.24531393,0.2368707,0.3951143,1.0234329,[0.19917129],[0.4819472]
bs0_ue03171.png,[1.],[0.742029],0.2159859,0.36108848,0.53008336,1.1584018,[0.12421606],[0.4638999]
bs0_ue03172.png,[1.],[0.742029],0.56980085,0.5918298,-0.12255327,0.50576526,[0.30272564],[0.49964207]
bs0_ue03173.png,[1.],[0.742029],0.49640697,0.9397074,-0.24996333,0.3783552,[0.55001587],[0.5228816]
bs0_ue03174.png,[1.],[0.742029],0.83186626,0.7302117,-0.10997103,0.5183475,[0.59732324],[0.5277186]
bs0_ue03175.png,[0.],[0.742029],0.67874265,0.26197982,0.12454124,0.6926322,[0.39318755],[0.6499739]
bs0_ue03176.png,[1.],[0.742029],0.54312116,0.52392274,-0.089452446,0.5388661,[0.24544352],[0.4909655]
bs0_ue03177.png,[1.],[0.742029],0.6834138,0.78172874,-0.15791401,0.47040454,[0.51240087],[0.5213415]
bs0_ue03178.png,[1.],[0.742029],0.29365686,0.64916074,-0.33951527,0.28880325,[0.23411596],[0.48768032]
bs0_ue03179.png,[1.],[0.742029],0.56718355,0.9971822,-0.23433773,0.3939808,[0.6287236],[0.52836597]
bs0_ue03180.png,[1.],[0.742029],0.44902828,0.86524117,-0.2592132,0.36910534,[0.4650148],[0.5160211]
bs0_ue03181.png,[1.],[0.742029],0.35019076,0.5855804,-0.28200525,0.3463133,[0.17139183],[0.4768636]
bs0_ue03182.png,[1.],[0.742029],0.57848626,0.78710264,-0.19300066,0.43531784,[0.44931006],[0.5158603]
bs0_ue03183.png,[0.],[0.742029],0.51106113,0.3293278,0.12454124,0.66871357,[0.21419623],[0.597184]
bs0_ue03184.png,[1.],[0.742029],0.34786868,0.4441551,-0.1609966,0.46732193,[0.04427371],[0.4253736]
bs0_ue03185.png,[1.],[0.742029],0.2962806,0.26776323,0.34937188,0.9776904,[0.15518],[0.47224808]
bs0_ue03186.png,[1.],[0.742029],0.7909907,0.9184102,-0.16371465,0.4646039,[0.68532217],[0.53353477]
bs0_ue03187.png,[0.],[0.742029],0.76685494,0.59765345,-0.077711284,0.55309606,[0.47934604],[0.5278686]
bs0_ue03188.png,[1.],[0.742029],0.79306597,0.79711115,-0.13565914,0.4926594,[0.6041668],[0.5282269]
bs0_ue03189.png,[0.],[0.742029],0.5977019,0.23957908,0.17621484,0.88979274,[0.43790844],[0.7592168]
bs0_ue03190.png,[1.],[0.742029],0.43334457,0.3078392,0.15731561,0.78563416,[0.1582944],[0.47241175]
bs0_ue03191.png,[1.],[0.742029],0.63815427,0.58325,-0.096422,0.53189653,[0.35656878],[0.50630426]
bs0_ue03192.png,[1.],[0.742029],0.6430631,0.8808308,-0.1931019,0.4352166,[0.56297725],[0.52526724]
bs0_ue03193.png,[0.],[0.742029],0.68359023,0.12516887,0.12454124,0.7181807,[0.6350953],[0.736442]
bs0_ue03194.png,[1.],[0.742029],0.5160608,0.5191379,-0.096241996,0.53207654,[0.21926811],[0.48644465]
bs0_ue03195.png,[1.],[0.742029],0.84854895,0.9957777,-0.16649039,0.46182814,[0.7811554],[0.5390593]
bs0_ue03196.png,[1.],[0.742029],0.7415955,0.7906865,-0.14540789,0.48291063,[0.5607674],[0.52510756]
bs0_ue03197.png,[1.],[0.742029],0.7001244,0.730301,-0.13823262,0.49008593,[0.4900492],[0.5194783]
bs0_ue03198.png,[1.],[0.742029],0.61924064,0.928062,-0.20888257,0.41943598,[0.59006864],[0.52719176]
bs0_ue03199.png,[1.],[0.742029],0.7182088,0.776856,-0.14736131,0.4809572,[0.5341573],[0.52307534]
bs0_ue03200.png,[1.],[0.742029],0.8364943,0.82102275,-0.1330134,0.49530515,[0.65300065],[0.5314901]
bs0_ue03201.png,[0.],[0.742029],0.39606485,0.13919698,0.2969306,0.8143097,[0.2994207],[0.6611232]
bs0_ue03202.png,[1.],[0.742029],0.26069412,0.35344666,0.467244,1.0955626,[0.09373824],[0.45336652]
bs0_ue03203.png,[1.],[0.742029],0.5537315,0.87386316,-0.22040996,0.4079086,[0.5112312],[0.51976043]
bs0_ue03204.png,[0.],[0.742029],0.60914785,0.28777206,0.12454124,0.6901189,[0.31922528],[0.6395763]
bs0_ue03205.png,[1.],[0.742029],0.8479762,0.95287526,-0.15889254,0.46942598,[0.7495988],[0.5373154]
bs0_ue03206.png,[1.],[0.742029],0.45592985,0.46611682,-0.06900287,0.5593157,[0.14356491],[0.46980453]
bs0_ue03207.png,[0.],[0.742029],0.706941,0.5191986,0.28499213,0.7871165,[1.0864257],[0.88625443]
bs0_ue03208.png,[1.],[0.742029],0.26427007,0.23760119,0.37706006,1.0053786,[0.19187452],[0.48138008]
bs0_ue03209.png,[1.],[0.742029],0.63651043,0.6110384,-0.11023126,0.51808727,[0.36884123],[0.50770986]
bs0_ue03210.png,[0.],[0.742029],0.7084022,0.5323047,-0.26098812,0.76194227,[0.72859627],[0.7852943]
bs0_ue03211.png,[1.],[0.742029],0.47271407,0.82108593,-0.24300608,0.38531244,[0.43040994],[0.51287866]
bs0_ue03212.png,[0.],[0.742029],0.82847285,0.53828794,-0.31547046,0.6900179,[0.8143634],[0.7994178]
bs0_ue03213.png,[1.],[0.742029],0.7626197,0.7061461,-0.11593626,0.51238227,[0.5260188],[0.5224148]
bs0_ue03214.png,[1.],[0.742029],0.44816366,0.29223317,0.15791354,0.78623205,[0.1795505],[0.47722712]
bs0_ue03215.png,[1.],[0.742029],0.8463497,0.7869328,-0.1227263,0.5055922,[0.64057493],[0.53067327]
bs0_ue03216.png,[1.],[0.742029],0.66117954,0.70160204,-0.1394624,0.48885614,[0.4418326],[0.5151757]
bs0_ue03217.png,[1.],[0.742029],0.25728694,0.509347,-0.43937436,0.18894419,[0.11526198],[0.46166524]
bs0_ue03218.png,[1.],[0.742029],0.7941768,0.71120024,-0.11122795,0.51709056,[0.55530864],[0.5246697]
bs0_ue03219.png,[0.],[0.742029],0.6157435,0.2564404,0.12454124,0.7161479,[0.33679515],[0.623321]
bs0_ue03220.png,[1.],[0.742029],0.6162217,0.7893836,-0.18042104,0.4478975,[0.4735684],[0.51795423]
bs0_ue03221.png,[1.],[0.742029],0.7882308,0.77064097,-0.12963352,0.49868503,[0.584077],[0.5268054]
bs0_ue03222.png,[1.],[0.742029],0.71149963,0.7891185,-0.15242362,0.47589493,[0.5375958],[0.52334464]
bs0_ue03223.png,[1.],[0.742029],0.51944184,0.26071405,0.13529667,0.7636152,[0.25317216],[0.49213392]
bs0_ue03224.png,[1.],[0.742029],0.38952056,0.69081825,-0.2663161,0.36200243,[0.28164455],[0.4967213]
bs0_ue03225.png,[0.],[0.742029],0.83828956,0.28339306,0.12454124,0.6589183,[0.5435251],[0.6698711]
bs0_ue03226.png,[0.],[0.742029],0.6059567,0.2029824,0.17621484,0.8967409,[0.47535786],[0.6901267]
bs0_ue03227.png,[1.],[0.742029],0.5975784,0.81890017,-0.19399382,0.43432468,[0.48626888],[0.519149]
bs0_ue03228.png,[0.],[0.742029],0.7634123,0.23768416,0.14020482,0.7654344,[0.57065785],[0.80637586]
bs0_ue03229.png,[1.],[0.742029],0.25990546,0.18382171,0.3667751,0.99509364,[0.24430257],[0.49098626]
bs0_ue03230.png,[1.],[0.742029],0.796562,0.7309683,-0.116702974,0.5116156,[0.567969],[0.5256216]
bs0_ue03231.png,[1.],[0.742029],0.56305295,0.74245346,-0.18668263,0.4416359,[0.40410438],[0.5114753]
bs0_ue03232.png,[1.],[0.742029],0.79697853,0.6711122,-0.097989246,0.5303293,[0.53772146],[0.5232899]
bs0_ue03233.png,[0.],[0.742029],0.70461565,0.5499805,-0.077711284,0.5945763,[0.40631005],[0.63853407]
bs0_ue03234.png,[1.],[0.742029],0.49452272,0.76377374,-0.22201121,0.4063073,[0.38649556],[0.5085216]
bs0_ue03235.png,[1.],[0.742029],0.6764817,0.6098931,-0.09932568,0.52899283,[0.40281314],[0.51131827]
bs0_ue03236.png,[1.],[0.742029],0.77413636,0.73761547,-0.12318353,0.505135,[0.5532226],[0.5245287]
bs0_ue03237.png,[0.],[0.742029],0.5247624,0.3298971,0.12454124,0.6623977,[0.22746336],[0.6012539]
bs0_ue03238.png,[1.],[0.742029],0.73936445,0.59768265,-0.08134441,0.5469741,[0.4540166],[0.5154146]
bs0_ue03239.png,[0.],[0.742029],0.72950006,0.28215206,0.12454124,0.67023623,[0.43685272],[0.6601568]
bs0_ue03240.png,[1.],[0.742029],0.7031993,0.7093888,-0.13068049,0.49763805,[0.47944498],[0.5185648]
bs0_ue03241.png,[0.],[0.742029],0.80549425,0.5859969,-0.077711284,0.5769237,[0.51245],[0.62684625]
bs0_ue03242.png,[1.],[0.742029],0.67525184,0.6427004,-0.113433674,0.5148848,[0.41837025],[0.5129037]
bs0_ue03243.png,[1.],[0.742029],0.22100739,0.32676703,0.48203436,1.1103529,[0.13960405],[0.46828786]
bs0_ue03244.png,[1.],[0.742029],0.38152856,0.71095264,-0.2747211,0.35359746,[0.299503],[0.49921522]
bs0_ue03245.png,[0.],[0.742029],0.60072505,0.35403767,0.14020482,0.49239534,[0.36191183],[0.705002]
bs0_ue03246.png,[1.],[0.742029],0.341509,0.4786338,-0.25478706,0.37353146,[0.06820623],[0.44189933]
bs0_ue03247.png,[1.],[0.742029],0.3053308,0.16540733,0.32816488,0.95648336,[0.25492248],[0.49268273]
bs0_ue03248.png,[1.],[0.742029],0.65760994,0.90596133,-0.19389227,0.43442625,[0.5918952],[0.5273467]
bs0_ue03249.png,[0.],[0.742029],0.3795648,0.11313957,0.2969306,1.0842407,[0.33830056],[0.7336789]
bs0_ue03250.png,[1.],[0.742029],0.68567586,0.81138796,-0.165126,0.46319252,[0.5353724],[0.52317315]
bs0_ue03251.png,[0.],[0.742029],0.7566513,0.53878015,-0.28859383,0.70930946,[0.72426665],[0.7703457]
bs0_ue03252.png,[1.],[0.742029],0.5664748,0.5671209,-0.109713554,0.518605,[0.28644574],[0.49739465]
bs0_ue03253.png,[1.],[0.742029],0.32662827,0.422222,-0.16512248,0.46319604,[0.02660822],[0.40487343]
bs0_ue03254.png,[1.],[0.742029],0.6377273,0.8923445,-0.19694775,0.4313708,[0.56950754],[0.52572894]
bs0_ue03255.png,[1.],[0.742029],0.27530003,0.60015166,-0.36555916,0.26275936,[0.18975638],[0.4793738]
bs0_ue03256.png,[0.],[0.742029],0.568915,0.2955056,0.12454124,0.69634855,[0.27877748],[0.6304898]
bs0_ue03257.png,[0.],[0.742029],0.39822724,0.8993576,-0.077711284,0.21285264,[0.7212099],[0.7559011]
bs0_ue03258.png,[1.],[0.742029],0.29005605,0.62549186,-0.34577614,0.28254238,[0.21135324],[0.4840106]
bs0_ue03259.png,[1.],[0.742029],0.24574728,0.45582226,-0.5381109,0.09020759,[0.08979236],[0.45219943]
bs0_ue03260.png,[1.],[0.742029],0.77155966,0.99892,-0.18260774,0.4457108,[0.73406947],[0.5364374]
bs0_ue03261.png,[1.],[0.742029],0.2156705,0.53548,-0.46259785,0.16572067,[0.1610306],[0.4740914]
bs0_ue03262.png,[1.],[0.742029],0.2293708,0.21074371,0.39894754,1.0272661,[0.22928052],[0.4884478]
bs0_ue03263.png,[0.],[0.742029],0.6940619,0.3299418,0.12454124,0.64129996,[0.3951825],[0.6673841]
bs0_ue03264.png,[1.],[0.742029],0.45867464,0.5246775,-0.1329788,0.49533972,[0.17426778],[0.47713837]
bs0_ue03265.png,[1.],[0.742029],0.55648977,0.5084554,-0.07366621,0.55465233,[0.25155252],[0.4916841]
bs0_ue03266.png,[1.],[0.742029],0.4347061,0.63271624,-0.2181293,0.41018924,[0.24307711],[0.4900135]
bs0_ue03267.png,[1.],[0.742029],0.58728945,0.76353544,-0.18349303,0.4448255,[0.43546453],[0.51457304]
